ck_id,title,source,source_id,source_file,source_line,source_rule,source_category,source_subcategory,source_severity,source_tool,source_commit,release_target,status,severity,domain,root_invariant,matrix_id,duplicate_of,breaking_risk,data_loss_risk,security_risk,determinism_risk,recovery_risk,requires_regression_test,requires_ci_gate,production_code,test_code,docs_only,area,critical_path,owner,decision,decision_rationale,planned_fix,validation_command,closure_proof,notes
CK-110-1578,`benchmark run --threshold NaN` is accepted,external-audit,EXT-RAW-0135,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,EXT-VAL-004,ExternalAudit,EXT-VAL-004,,external-chatgpt-audit,,v1.10.6,triaged,S2,benchmark,Numeric inputs and metrics must reject zero/negative/NaN/Infinity values where invalid,CK-110-M042,,low,none,none,medium,none,true,true,true,false,false,production,,,investigate,"Phase 12 S0/S1 review: Candidate is real and non-trivial, but current evidence supports major risk (S2) rather than critical S1; risk remains tracked with release-targeted remediation.",,,,"family=EXT-VAL-004; audit_detail=`strconv.ParseFloat(""NaN"", 64)` succeeds. The check `v <= 0` does not reject NaN.; s0_s1_review=downgraded-s2"
CK-110-1579,GC deletion trusts DB container filenames,external-audit,EXT-RAW-0136,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,EXT-VAL-004,ExternalAudit,EXT-VAL-004,,external-chatgpt-audit,,v1.10.2,triaged,S2,validation,Numeric inputs and metrics must reject zero/negative/NaN/Infinity values where invalid,CK-110-M034,,low,none,none,medium,none,true,false,true,false,false,production,,,investigate,"Phase 12 S0/S1 review: Candidate is real and non-trivial, but current evidence supports major risk (S2) rather than critical S1; risk remains tracked with release-targeted remediation.",,,,family=EXT-VAL-004; audit_detail=`internal/maintenance/gc.go` Bad DB filename like `../x` can make GC delete outside container dir.; s0_s1_review=downgraded-s2
CK-110-1580,Recovery also trusts DB container filenames,external-audit,EXT-RAW-0137,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,EXT-CODE-001,ExternalAudit,EXT-CODE-001,,external-chatgpt-audit,,backlog,triaged,S3,tooling,External audit finding must be reviewed and assigned to a remediation invariant,CK-110-M081,,none,none,none,low,none,true,false,true,false,false,production,,,investigate,Phase 12 S0/S1 review: Candidate is meaningful for quality/safety posture but currently appears moderate (S3) with no direct evidence of critical-path catastrophic impact.,,,,"family=EXT-CODE-001; audit_detail=`internal/recovery/system_recovery.go` Uses `filepath.Join(containersDir, filename)` for stat/quarantine checks without validating filename.; s0_s1_review=downgraded-s3"
CK-110-1581,Restore non-overwrite mode has TOCTOU overwrite race,external-audit,EXT-RAW-0138,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,EXT-CODE-001,ExternalAudit,EXT-CODE-001,,external-chatgpt-audit,,backlog,triaged,S3,tooling,External audit finding must be reviewed and assigned to a remediation invariant,CK-110-M082,,none,none,none,low,none,true,false,true,false,false,production,,,investigate,Phase 12 S0/S1 review: Candidate is meaningful for quality/safety posture but currently appears moderate (S3) with no direct evidence of critical-path catastrophic impact.,,,,"family=EXT-CODE-001; audit_detail=It checks destination does not exist, then later `os.Rename` can overwrite a file created between check and rename.; s0_s1_review=downgraded-s3"
CK-110-1582,`config bad <valid-key>` opens DB before rejecting subcommand,external-audit,EXT-RAW-0139,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,EXT-CODE-001,ExternalAudit,EXT-CODE-001,,external-chatgpt-audit,,backlog,triaged,S3,tooling,External audit finding must be reviewed and assigned to a remediation invariant,CK-110-M078,,none,none,none,low,none,true,false,true,false,false,production,,,investigate,,,,,family=EXT-CODE-001; audit_detail=Example: `coldkeep config bad compression` Should reject usage before loading storage context.
CK-110-1583,`config set compression ZSTD` rejects while env path accepts lowercase-normalized values,external-audit,EXT-RAW-0140,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,EXT-CODE-001,ExternalAudit,EXT-CODE-001,,external-chatgpt-audit,,backlog,triaged,S3,tooling,External audit finding must be reviewed and assigned to a remediation invariant,CK-110-M078,,none,none,none,low,none,true,false,true,false,false,production,,,investigate,,,,,"family=EXT-CODE-001; audit_detail=Store env normalizes compression to lowercase. Config command trims but does not lowercase, causing inconsistent behavior."
CK-110-1584,`benchmark run` accepts but ignores `--compare`,external-audit,EXT-RAW-0141,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,EXT-CODE-001,ExternalAudit,EXT-CODE-001,,external-chatgpt-audit,,backlog,triaged,S3,tooling,External audit finding must be reviewed and assigned to a remediation invariant,CK-110-M077,,none,none,none,low,none,true,false,true,false,false,production,,,investigate,Phase 12 S0/S1 review: Candidate is meaningful for quality/safety posture but currently appears moderate (S3) with no direct evidence of critical-path catastrophic impact.,,,,"family=EXT-CODE-001; audit_detail=`cmd/coldkeep/main.go:2981` Flag is allowed globally, but `runBenchmarkRunCommand` never reads it.; s0_s1_review=downgraded-s3"
CK-110-1585,`benchmark run` accepts but ignores `--threshold`,external-audit,EXT-RAW-0142,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,EXT-CODE-001,ExternalAudit,EXT-CODE-001,,external-chatgpt-audit,,backlog,triaged,S3,tooling,External audit finding must be reviewed and assigned to a remediation invariant,CK-110-M077,,none,none,none,low,none,true,false,true,false,false,production,,,investigate,Phase 12 S0/S1 review: Candidate is meaningful for quality/safety posture but currently appears moderate (S3) with no direct evidence of critical-path catastrophic impact.,,,,"family=EXT-CODE-001; audit_detail=Same path. Parsed/allowed, but unused.; s0_s1_review=downgraded-s3"
CK-110-1586,`benchmark chunkers` accepts unrelated benchmark flags,external-audit,EXT-RAW-0143,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,EXT-CODE-001,ExternalAudit,EXT-CODE-001,,external-chatgpt-audit,,backlog,triaged,S3,tooling,External audit finding must be reviewed and assigned to a remediation invariant,CK-110-M077,,none,none,none,low,none,true,false,true,false,false,production,,,investigate,Phase 12 S0/S1 review: Candidate is meaningful for quality/safety posture but currently appears moderate (S3) with no direct evidence of critical-path catastrophic impact.,,,,family=EXT-CODE-001; audit_detail=Example: ```bash coldkeep benchmark chunkers --dataset small --workers 8 --repeat 3 ``` These are accepted but ignored.; s0_s1_review=downgraded-s3
CK-110-1587,Container filenames from DB are joined without validation,external-audit,EXT-RAW-0144,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,EXT-CODE-001,ExternalAudit,EXT-CODE-001,,external-chatgpt-audit,,backlog,triaged,S3,tooling,External audit finding must be reviewed and assigned to a remediation invariant,CK-110-M081,,none,none,none,low,none,true,false,true,false,false,production,,,investigate,Phase 12 S0/S1 review: Candidate is meaningful for quality/safety posture but currently appears moderate (S3) with no direct evidence of critical-path catastrophic impact.,,,,"family=EXT-CODE-001; audit_detail=`internal/container/container.go:416` If DB contains a bad `container.filename` like `../x`, `filepath.Join(containersDir, filename)` can escape the storage dir.; s0_s1_review=downgraded-s3"
CK-110-1588,Rollback path has the same container filename trust issue,external-audit,EXT-RAW-0145,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,EXT-CODE-001,ExternalAudit,EXT-CODE-001,,external-chatgpt-audit,,backlog,triaged,S3,tooling,External audit finding must be reviewed and assigned to a remediation invariant,CK-110-M081,,none,none,none,low,none,true,false,true,false,false,production,,,investigate,Phase 12 S0/S1 review: Candidate is meaningful for quality/safety posture but currently appears moderate (S3) with no direct evidence of critical-path catastrophic impact.,,,,"family=EXT-CODE-001; audit_detail=`internal/container/local_writer.go:530,542` Uses stored filename directly in `filepath.Join(w.dir, filename)`.; s0_s1_review=downgraded-s3"
CK-110-1589,DB timeout env vars accept malformed partial integers,external-audit,EXT-RAW-0146,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,EXT-CODE-001,ExternalAudit,EXT-CODE-001,,external-chatgpt-audit,,backlog,triaged,S3,tooling,External audit finding must be reviewed and assigned to a remediation invariant,CK-110-M080,,none,none,none,low,none,true,false,true,false,false,production,,,investigate,,,,,"family=EXT-CODE-001; audit_detail=`internal/db/db.go:27,36,60,69,78,87,95` They use `utils_env.GetenvOrDefaultInt64`, which accepts `123bad` as `123`."
CK-110-1590,"`benchmark chunkers --output json` works, but `--output` is validated only at parent level",external-audit,EXT-RAW-0147,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,EXT-CODE-001,ExternalAudit,EXT-CODE-001,,external-chatgpt-audit,,backlog,triaged,S3,tooling,External audit finding must be reviewed and assigned to a remediation invariant,CK-110-M077,,none,none,none,low,none,true,false,true,false,false,production,,,investigate,Phase 12 S0/S1 review: Candidate is meaningful for quality/safety posture but currently appears moderate (S3) with no direct evidence of critical-path catastrophic impact.,,,,"family=EXT-CODE-001; audit_detail=Not fatal, but subcommand-specific flag validation is missing; this is why ignored flags slip through.; s0_s1_review=downgraded-s3"
CK-110-1591,`parseCommandLine` accepts values for boolean flags,external-audit,EXT-RAW-0148,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,EXT-CLI-003,ExternalAudit,EXT-CLI-003,,external-chatgpt-audit,,v1.10.1,fixed,S2,cli,Boolean flags with explicit false must not be interpreted as true,CK-110-M028,,medium,none,none,medium,none,true,false,true,false,false,production,,,investigate,,,,Fixed in 83dd220; regression tests; all green,"family=EXT-CLI-003; audit_detail=Beyond `=false`, even: ```bash --overwrite=definitely-not-a-bool ``` is accepted as true."
CK-110-1592,Boolean flags accept `=false` as true,external-audit,EXT-RAW-0149,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,EXT-CLI-003,ExternalAudit,EXT-CLI-003,,external-chatgpt-audit,,v1.10.1,fixed,S2,cli,Boolean flags with explicit false must not be interpreted as true,CK-110-M028,,medium,none,none,medium,none,true,false,true,false,false,production,,,investigate,,,,Fixed in 83dd220; regression tests; all green,family=EXT-CLI-003; audit_detail=Parser treats presence as true. Examples affected: `--dry-run=false` `--force=false` `--overwrite=false` `--summary=false` These still enable the flag.
CK-110-1593,`snapshot restore --mode override` checks raw path before normalization,external-audit,EXT-RAW-0150,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,EXT-CODE-001,ExternalAudit,EXT-CODE-001,,external-chatgpt-audit,,backlog,triaged,S3,tooling,External audit finding must be reviewed and assigned to a remediation invariant,CK-110-M084,,none,none,none,low,none,true,false,true,false,false,production,,,investigate,Phase 12 S0/S1 review: Candidate is meaningful for quality/safety posture but currently appears moderate (S3) with no direct evidence of critical-path catastrophic impact.,,,,family=EXT-CODE-001; audit_detail=A Windows-style directory path ending in `\` can bypass the directory-suffix check before normalization.; s0_s1_review=downgraded-s3
CK-110-1594,`check_smart_quotes.sh` silently passes if `grep -P` is unsupported,external-audit,EXT-RAW-0151,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,EXT-CODE-001,ExternalAudit,EXT-CODE-001,,external-chatgpt-audit,,backlog,triaged,S3,tooling,External audit finding must be reviewed and assigned to a remediation invariant,CK-110-M083,,none,none,none,low,none,true,false,true,false,false,production,,,investigate,Phase 12 S0/S1 review: Candidate is meaningful for quality/safety posture but currently appears moderate (S3) with no direct evidence of critical-path catastrophic impact.,,,,family=EXT-CODE-001; audit_detail=BSD/macOS `grep` lacks `-P`. Script prints “ok” even though it did not actually scan.; s0_s1_review=downgraded-s3
CK-110-1595,`clean_test_storage.sh` can delete non-test dirs,external-audit,EXT-RAW-0152,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,EXT-CODE-001,ExternalAudit,EXT-CODE-001,,external-chatgpt-audit,,backlog,triaged,S3,tooling,External audit finding must be reviewed and assigned to a remediation invariant,CK-110-M083,,none,none,none,low,none,true,false,true,false,false,production,,,investigate,Phase 12 S0/S1 review: Candidate is meaningful for quality/safety posture but currently appears moderate (S3) with no direct evidence of critical-path catastrophic impact.,,,,family=EXT-CODE-001; audit_detail=Pattern `/tmp/coldkeep*` is too broad. It can remove unrelated dirs like `/tmp/coldkeep-prod-backup`.; s0_s1_review=downgraded-s3
CK-110-1596,Postgres `options='...'` DSN can break if timeout options contain quotes,external-audit,EXT-RAW-0153,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,EXT-CODE-001,ExternalAudit,EXT-CODE-001,,external-chatgpt-audit,,backlog,triaged,S3,tooling,External audit finding must be reviewed and assigned to a remediation invariant,CK-110-M080,,none,none,none,low,none,true,false,true,false,false,production,,,investigate,,,,,family=EXT-CODE-001; audit_detail=Connection string builds raw `options='%s'` without escaping.
CK-110-1597,`config get compression-level` can return a level even when compression is `none`,external-audit,EXT-RAW-0154,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,EXT-CODE-001,ExternalAudit,EXT-CODE-001,,external-chatgpt-audit,,backlog,triaged,S3,tooling,External audit finding must be reviewed and assigned to a remediation invariant,CK-110-M078,,none,none,none,low,none,true,false,true,false,false,production,,,investigate,,,,,"family=EXT-CODE-001; audit_detail=It exposes a setting that is documented as only relevant for `zstd`, which can mislead scripts checking active compression behavior."
CK-110-1598,Postgres DSN breaks with spaces/quotes in env values,external-audit,EXT-RAW-0155,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,EXT-CODE-001,ExternalAudit,EXT-CODE-001,,external-chatgpt-audit,,backlog,triaged,S3,tooling,External audit finding must be reviewed and assigned to a remediation invariant,CK-110-M080,,none,none,none,low,none,true,false,true,false,false,production,,,investigate,,,,,"family=EXT-CODE-001; audit_detail=`internal/db/db.go` `DB_PASSWORD`, `DB_USER`, etc. are concatenated into the connection string without escaping."
CK-110-1599,`config` opens DB before validating subcommand,external-audit,EXT-RAW-0156,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,EXT-CODE-001,ExternalAudit,EXT-CODE-001,,external-chatgpt-audit,,backlog,triaged,S3,tooling,External audit finding must be reviewed and assigned to a remediation invariant,CK-110-M078,,none,none,none,low,none,true,false,true,false,false,production,,,investigate,,,,,family=EXT-CODE-001; audit_detail=`cmd/coldkeep/main.go` `coldkeep config bad compression` can fail with DB errors instead of usage error.
CK-110-1600,`snapshot create missing_dir/` can succeed as empty partial snapshot,external-audit,EXT-RAW-0157,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,EXT-VAL-001,ExternalAudit,EXT-VAL-001,,external-chatgpt-audit,,v1.10.2,triaged,S1,validation,Explicit empty or whitespace-only filters must be rejected before query execution,CK-110-M013,,none,none,none,medium,none,true,false,true,false,false,production,,,investigate,"Phase 12 S0/S1 review: Candidate remains critical for validation because available evidence indicates a trust-boundary, restore/recovery, or correctness/CI hazard; not yet proven catastrophic (S0), but requires tracked mitigation before closure.",,,,"family=EXT-VAL-001; audit_detail=Exact missing paths error, but unmatched directory prefixes do not.; s0_s1_review=confirmed-s1"
CK-110-1601,`COLDKEEP_KEY` is not trimmed,external-audit,EXT-RAW-0158,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,EXT-CODE-001,ExternalAudit,EXT-CODE-001,,external-chatgpt-audit,,backlog,triaged,S3,tooling,External audit finding must be reviewed and assigned to a remediation invariant,CK-110-M080,,none,none,none,low,none,true,false,true,false,false,production,,,investigate,,,,,family=EXT-CODE-001; audit_detail=`internal/blocks/key.go` A key with accidental whitespace fails hex decoding.
CK-110-1602,Top-level `help --bad-flag` ignores unknown flags,external-audit,EXT-RAW-0159,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,EXT-CODE-001,ExternalAudit,EXT-CODE-001,,external-chatgpt-audit,,backlog,triaged,S3,tooling,External audit finding must be reviewed and assigned to a remediation invariant,CK-110-M080,,none,none,none,low,none,true,false,true,false,false,production,,,investigate,,,,,"family=EXT-CODE-001; audit_detail=Same issue family as `init/version`, but separate command path."
CK-110-1603,`generateJSON` can ignore requested object count by padding,external-audit,EXT-RAW-0160,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,EXT-CODE-001,ExternalAudit,EXT-CODE-001,,external-chatgpt-audit,,backlog,triaged,S3,tooling,External audit finding must be reviewed and assigned to a remediation invariant,CK-110-M080,,none,none,none,low,none,true,false,true,false,false,production,,,investigate,,,,,"family=EXT-CODE-001; audit_detail=`internal/benchmark/corpus.go` With small `JSONObjects`, it stops early then fills remaining bytes with newlines, so corpus semantics don’t match the requested object count/size intent."
CK-110-1604,`coldkeep init` ignores unknown flags,external-audit,EXT-RAW-0161,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,EXT-CODE-001,ExternalAudit,EXT-CODE-001,,external-chatgpt-audit,,backlog,triaged,S3,tooling,External audit finding must be reviewed and assigned to a remediation invariant,CK-110-M078,,none,none,none,low,none,true,false,true,false,false,production,,,investigate,,,,,family=EXT-CODE-001; audit_detail=`coldkeep init --bad-flag` is accepted. `cmd/coldkeep/init.go` never calls `ensureAllowedFlags`.
CK-110-1605,`coldkeep version --bad-flag` also ignores unknown flags,external-audit,EXT-RAW-0162,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,EXT-CODE-001,ExternalAudit,EXT-CODE-001,,external-chatgpt-audit,,backlog,triaged,S3,tooling,External audit finding must be reviewed and assigned to a remediation invariant,CK-110-M080,,none,none,none,low,none,true,false,true,false,false,production,,,investigate,,,,,"family=EXT-CODE-001; audit_detail=`runVersionCommand` gets only `outputMode`, not parsed flags."
CK-110-1606,Stats block-size target can disagree with store behavior,external-audit,EXT-RAW-0163,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,EXT-CODE-001,ExternalAudit,EXT-CODE-001,,external-chatgpt-audit,,backlog,triaged,S3,tooling,External audit finding must be reviewed and assigned to a remediation invariant,CK-110-M081,,none,none,none,low,none,true,false,true,false,false,production,,,investigate,Phase 12 S0/S1 review: Candidate is meaningful for quality/safety posture but currently appears moderate (S3) with no direct evidence of critical-path catastrophic impact.,,,,"family=EXT-CODE-001; audit_detail=Store accepts only block target sizes `1,2,3`. Stats accepts any positive `COLDKEEP_BLOCK_TARGET_SIZE_MB`. So `COLDKEEP_BLOCK_TARGET_SIZE_MB=4` reports stats using 4 MiB while writes actually fall back to 1 MiB.; s0_s1_review=downgraded-s3"
CK-110-1607,`ParseCodec` error message can print blank/whitespace unclearly,external-audit,EXT-RAW-0164,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,EXT-CODE-001,ExternalAudit,EXT-CODE-001,,external-chatgpt-audit,,backlog,triaged,S3,tooling,External audit finding must be reviewed and assigned to a remediation invariant,CK-110-M080,,none,none,none,low,none,true,false,true,false,false,production,,,investigate,,,,,family=EXT-CODE-001; audit_detail=`unsupported codec:   ` is hard to diagnose. It also does not quote the bad value.
CK-110-1608,Docs say codec is derived from `COLDKEEP_KEY`,external-audit,EXT-RAW-0165,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,EXT-CODE-001,ExternalAudit,EXT-CODE-001,,external-chatgpt-audit,,backlog,triaged,S3,tooling,External audit finding must be reviewed and assigned to a remediation invariant,CK-110-M080,,none,none,none,low,none,true,false,true,false,false,production,,,investigate,,,,,family=EXT-CODE-001; audit_detail=`docs/benchmarking.md:1441` Actual codec selection is from `COLDKEEP_CODEC`; key only matters when AES-GCM is selected.
CK-110-1609,`init --compression-level` still accepts plus-prefixed integers,external-audit,EXT-RAW-0166,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,EXT-CODE-001,ExternalAudit,EXT-CODE-001,,external-chatgpt-audit,,backlog,triaged,S3,tooling,External audit finding must be reviewed and assigned to a remediation invariant,CK-110-M078,,none,none,none,low,none,true,false,true,false,false,production,,,investigate,,,,,"family=EXT-CODE-001; audit_detail=`+3` is accepted by `strconv.Atoi`. Other user-facing config paths normalize to plain numeric strings, so this is inconsistent CLI validation."
CK-110-1610,"`init --compression-level ""3 ""` rejects valid-looking input",external-audit,EXT-RAW-0167,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,EXT-CODE-001,ExternalAudit,EXT-CODE-001,,external-chatgpt-audit,,backlog,triaged,S3,tooling,External audit finding must be reviewed and assigned to a remediation invariant,CK-110-M078,,none,none,none,low,none,true,false,true,false,false,production,,,investigate,,,,,family=EXT-CODE-001; audit_detail=`cmd/coldkeep/init.go:48-49` Uses `strconv.Atoi(levelFlag)` without `strings.TrimSpace`.
CK-110-1611,Phase 8 restore script has missing-value crashes,external-audit,EXT-RAW-0168,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,EXT-CODE-001,ExternalAudit,EXT-CODE-001,,external-chatgpt-audit,,backlog,triaged,S3,tooling,External audit finding must be reviewed and assigned to a remediation invariant,CK-110-M082,,none,none,none,low,none,true,false,true,false,false,production,,,investigate,Phase 12 S0/S1 review: Candidate is meaningful for quality/safety posture but currently appears moderate (S3) with no direct evidence of critical-path catastrophic impact.,,,,"family=EXT-CODE-001; audit_detail=`scripts/run_phase8_restore_sequence.sh:74-92` Flags like `--dataset-label`, `--output-dir`, `--bin`, `--random-seed` read `$2` without checking it exists.; s0_s1_review=downgraded-s3"
CK-110-1612,Phase 8 store script has same missing-value bug,external-audit,EXT-RAW-0169,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,EXT-CODE-001,ExternalAudit,EXT-CODE-001,,external-chatgpt-audit,,backlog,triaged,S3,tooling,External audit finding must be reviewed and assigned to a remediation invariant,CK-110-M083,,none,none,none,low,none,true,false,true,false,false,production,,,investigate,Phase 12 S0/S1 review: Candidate is meaningful for quality/safety posture but currently appears moderate (S3) with no direct evidence of critical-path catastrophic impact.,,,,family=EXT-CODE-001; audit_detail=`scripts/run_phase8_store_sequence.sh:66-72` `--output-dir` or `--bin` without a value exits with shell “unbound variable”.; s0_s1_review=downgraded-s3
CK-110-1613,Phase 8 dedup script has same missing-value bug,external-audit,EXT-RAW-0170,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,EXT-CODE-001,ExternalAudit,EXT-CODE-001,,external-chatgpt-audit,,backlog,triaged,S3,tooling,External audit finding must be reviewed and assigned to a remediation invariant,CK-110-M083,,none,none,none,low,none,true,false,true,false,false,production,,,investigate,Phase 12 S0/S1 review: Candidate is meaningful for quality/safety posture but currently appears moderate (S3) with no direct evidence of critical-path catastrophic impact.,,,,family=EXT-CODE-001; audit_detail=`scripts/run_phase8_dedup_sequence.sh:69+` Several options read `$2` directly.; s0_s1_review=downgraded-s3
CK-110-1614,Stored-path restore prefix mode still permits traversal,external-audit,EXT-RAW-0171,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,EXT-CODE-001,ExternalAudit,EXT-CODE-001,,external-chatgpt-audit,,backlog,triaged,S3,tooling,External audit finding must be reviewed and assigned to a remediation invariant,CK-110-M082,,none,none,none,low,none,true,false,true,false,false,production,,,investigate,Phase 12 S0/S1 review: Candidate is meaningful for quality/safety posture but currently appears moderate (S3) with no direct evidence of critical-path catastrophic impact.,,,,"family=EXT-CODE-001; audit_detail=`internal/storage/restore.go:865-874` It strips leading `/` and volume names, but `../evil` remains and escapes the restore prefix.; s0_s1_review=downgraded-s3"
CK-110-1615,`RestoreDestinationOriginal` returns raw stored path,external-audit,EXT-RAW-0172,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,EXT-CODE-001,ExternalAudit,EXT-CODE-001,,external-chatgpt-audit,,backlog,triaged,S3,tooling,External audit finding must be reviewed and assigned to a remediation invariant,CK-110-M082,,none,none,none,low,none,true,false,true,false,false,production,,,investigate,Phase 12 S0/S1 review: Candidate is meaningful for quality/safety posture but currently appears moderate (S3) with no direct evidence of critical-path catastrophic impact.,,,,"family=EXT-CODE-001; audit_detail=`internal/storage/restore.go:853-854` If DB contains absolute or traversal paths, original-mode restore can write outside the intended working area.; s0_s1_review=downgraded-s3"
CK-110-1616,`init --compression-level` accepts `+3`,external-audit,EXT-RAW-0173,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,EXT-CODE-001,ExternalAudit,EXT-CODE-001,,external-chatgpt-audit,,backlog,triaged,S3,tooling,External audit finding must be reviewed and assigned to a remediation invariant,CK-110-M078,,none,none,none,low,none,true,false,true,false,false,production,,,investigate,,,,,"family=EXT-CODE-001; audit_detail=Same parser path. Repository config later emits plain integer strings, but CLI accepts plus-prefixed values inconsistently."
CK-110-1617,`init --compression-level` error message omits accepted range unless parse succeeds,external-audit,EXT-RAW-0174,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,EXT-CODE-001,ExternalAudit,EXT-CODE-001,,external-chatgpt-audit,,backlog,triaged,S3,tooling,External audit finding must be reviewed and assigned to a remediation invariant,CK-110-M078,,none,none,none,low,none,true,false,true,false,false,production,,,investigate,,,,,"family=EXT-CODE-001; audit_detail=For `""3x""` it says parse error, not the required `[1,9]` contract. This is minor, but it is a CLI validation defect. New issues I found:"
CK-110-1618,`ParseCodec` does not trim whitespace,external-audit,EXT-RAW-0175,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,EXT-CODE-001,ExternalAudit,EXT-CODE-001,,external-chatgpt-audit,,backlog,triaged,S3,tooling,External audit finding must be reviewed and assigned to a remediation invariant,CK-110-M080,,none,none,none,low,none,true,false,true,false,false,production,,,investigate,,,,,"family=EXT-CODE-001; audit_detail=`COLDKEEP_CODEC="" aes-gcm ""` fails even though other config parsing trims values."
CK-110-1619,"`NormalizeSnapshotPath(""."")` is accepted",external-audit,EXT-RAW-0176,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,EXT-CODE-001,ExternalAudit,EXT-CODE-001,,external-chatgpt-audit,,backlog,triaged,S3,tooling,External audit finding must be reviewed and assigned to a remediation invariant,CK-110-M084,,none,none,none,low,none,true,false,true,false,false,production,,,investigate,Phase 12 S0/S1 review: Candidate is meaningful for quality/safety posture but currently appears moderate (S3) with no direct evidence of critical-path catastrophic impact.,,,,"family=EXT-CODE-001; audit_detail=This can produce ambiguous snapshot-relative paths. It should reject `"".""` and probably `""..""` components.; s0_s1_review=downgraded-s3"
CK-110-1620,Snapshot path tests miss traversal cases,external-audit,EXT-RAW-0177,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,EXT-CODE-001,ExternalAudit,EXT-CODE-001,,external-chatgpt-audit,,backlog,triaged,S3,tooling,External audit finding must be reviewed and assigned to a remediation invariant,CK-110-M084,,none,none,none,low,none,true,false,true,false,false,production,,,investigate,Phase 12 S0/S1 review: Candidate is meaningful for quality/safety posture but currently appears moderate (S3) with no direct evidence of critical-path catastrophic impact.,,,,family=EXT-CODE-001; audit_detail=`internal/snapshot/snapshot_test.go` invalid cases do not include: `..` `../x` `a/../../x` `.` That leaves the traversal bug unguarded.; s0_s1_review=downgraded-s3
