ck_id,matrix_id,source_id,source_tool,source_rule,source_file,area,severity,domain,title,recommended_action
CK-110-1049,CK-110-M070,1cf6fc412d7b6f803ac2da5275a7921f,Lizard,Lizard_ccn-medium,internal/observability/equivalence_phase7_test.go,test,S3,codacy,Method assertStatsCoreEquivalent has a cyclomatic complexity of 14 (limit is 8),review-for-suppression-or-backlog
CK-110-1050,CK-110-M070,ce5a06da5cfdca57f1786742674e5b1d,Lizard,Lizard_nloc-medium,tests/adversarial/g8_system_invariants_lifecycle_adversarial_test.go,test,S3,codacy,Method  has 92 lines of code (limit is 50),review-for-suppression-or-backlog
CK-110-1051,CK-110-M072,1ec71d422223c47e691909f98f30bda2,markdownlint,markdownlint_MD032,docs/benchmarking.md,docs,S4,docs,Lists should be surrounded by blank lines,review-for-suppression-or-backlog
CK-110-1054,CK-110-M047,27e13c704a09b52e744de2bf8286c081,Lizard,Lizard_nloc-medium,internal/db/migrations_test.go,test,S3,migration,Method TestRunMigrationsCreatesSnapshotSchemaVersionEight has 99 lines of code (limit is 50),review-for-suppression-or-backlog
CK-110-1056,CK-110-M069,925d19950c2979043e59385a0e2b0dd,Opengrep,Semgrep_go_filesystem_rule-fileread,internal/benchmark/dataset_test.go,test,S3,benchmark,The application dynamically constructs file or path information.,review-for-suppression-or-backlog
CK-110-1057,CK-110-M070,592f026e50aa7b1cc15ffcea55fee80f,Lizard,Lizard_ccn-medium,tests/adversarial/g3_no_data_loss_valid_sequences_adversarial_test.go,test,S3,codacy,Method  has a cyclomatic complexity of 10 (limit is 8),review-for-suppression-or-backlog
CK-110-1058,CK-110-M066,9aa72da584c6a9f2f9de592ae6c9c0b3,Lizard,Lizard_nloc-medium,internal/storage/restore_step8_test.go,test,S3,restore,Method TestStep8RestoreCorruptedPackedBlockFailsCleanly has 55 lines of code (limit is 50),review-for-suppression-or-backlog
CK-110-1060,CK-110-M056,12ea85a5eb18166bc30cdc24bd6239a1,Lizard,Lizard_nloc-medium,tests/integration/read_path_regression_test.go,test,S3,filesystem,Method TestBackwardCompatV15CLIWorkflowIntegration has 97 lines of code (limit is 50),review-for-suppression-or-backlog
CK-110-1061,CK-110-M067,353891f807656a3049fa5745cb11952,Opengrep,Semgrep_go.lang.correctness.permissions.file_permission.incorrect-default-permission,tests/adversarial/g5_atomic_restore_adversarial_test.go,test,S3,restore,Detected file permissions that are set to more than `0600` (user/owner can read and write). Setting file permi,review-for-suppression-or-backlog
CK-110-1062,CK-110-M056,ed05097e607ec091b24a1705c2176de9,Lizard,Lizard_file-nloc-medium,internal/blocks/block_format_v1_test.go,test,S3,filesystem,File internal/blocks/block_format_v1_test.go has 511 non-comment lines of code,review-for-suppression-or-backlog
CK-110-1066,CK-110-M072,390c6ea5289e431fbf70bd3dc8886ead,markdownlint,markdownlint_MD022,docs/STEP64_METRICS_VALIDATION.md,docs,S4,docs,Expected: 1; Actual: 0; Below,review-for-suppression-or-backlog
CK-110-1067,CK-110-M057,84ced960d1959140047686a8e8c4cf8b,Opengrep,Semgrep_go_file-permissions_rule-mkdir,tests/adversarial/g2_inconsistent_state_adversarial_test.go,test,S3,filesystem,The application was found setting directory permissions to overly permissive values.,review-for-suppression-or-backlog
CK-110-1070,CK-110-M062,c4a4c37325d93c599deedec62b9bbc2c,Lizard,Lizard_ccn-medium,internal/maintenance/gc_packed_test.go,test,S3,gc,Method TestSweepUnreachableChunksDeletesPackedMappings has a cyclomatic complexity of 12 (limit is 8),review-for-suppression-or-backlog
CK-110-1071,CK-110-M051,4106100d30d74aa7ae44c94043b5ab7f,Lizard,Lizard_nloc-medium,internal/container/local_writer_test.go,test,S3,storage,Method TestLocalWriterAppendPayloadRefreshesDBSizeBeforeRotationDecision has 54 lines of code (limit is 50),review-for-suppression-or-backlog
CK-110-1072,CK-110-M072,d8aece0a8da7e6acc6e65a8844f5e4c0,markdownlint,markdownlint_MD022,docs/BENCHMARK_CORPORA.md,docs,S4,docs,Expected: 1; Actual: 0; Below,review-for-suppression-or-backlog
CK-110-1074,CK-110-M072,4eb48716f13e827bcbb130fe8b31624a,markdownlint,markdownlint_MD022,docs/BENCHMARK_CORPORA.md,docs,S4,docs,Expected: 1; Actual: 0; Below,review-for-suppression-or-backlog
CK-110-1075,CK-110-M057,affa4fb3b08098c7516a086f03449973,Opengrep,Semgrep_go_file-permissions_rule-mkdir,tests/adversarial/g6_concurrent_operations_adversarial_test.go,test,S3,filesystem,The application was found setting directory permissions to overly permissive values.,review-for-suppression-or-backlog
CK-110-1076,CK-110-M051,418208fe3d2402a5410103b51a95f169,Lizard,Lizard_nloc-medium,internal/storage/store_compression_feature_gate_test.go,test,S3,storage,Method snapshotBlocksForFile has 67 lines of code (limit is 50),review-for-suppression-or-backlog
CK-110-1077,CK-110-M070,42dbf750e3ee01dd57f7966496db884,Lizard,Lizard_ccn-medium,internal/observability/equivalence_phase7_test.go,test,S3,codacy,Method legacyGetSnapshotStats has a cyclomatic complexity of 14 (limit is 8),review-for-suppression-or-backlog
CK-110-1078,CK-110-M070,4f02a07fa6669c6c68566fb4f18b4572,Lizard,Lizard_ccn-medium,internal/observability/inspect_test.go,test,S3,codacy,Method TestInspectDeterministicOutput has a cyclomatic complexity of 11 (limit is 8),review-for-suppression-or-backlog
CK-110-1079,CK-110-M072,71232121812a15806f4d8b8a2588d8f9,markdownlint,markdownlint_MD022,docs/STEP64_METRICS_VALIDATION.md,docs,S4,docs,Expected: 1; Actual: 0; Below,review-for-suppression-or-backlog
CK-110-1080,CK-110-M072,c083fc66fd84fed23cb9f6fae8788647,markdownlint,markdownlint_MD032,docs/BENCHMARK_METRICS.md,docs,S4,docs,Lists should be surrounded by blank lines,review-for-suppression-or-backlog
CK-110-1082,CK-110-M070,f419b45be72a61b0d0cd5633bd9154d0,Lizard,Lizard_ccn-medium,internal/observability/stats_test.go,test,S3,codacy,Method TestStatsEnrichesGraphSnapshotReachabilityForNumericSnapshotIDs has a cyclomatic complexity of 12 (limi,review-for-suppression-or-backlog
CK-110-1083,CK-110-M062,c131e51f7c2503d1a352dae0b6b8c88,Lizard,Lizard_nloc-medium,tests/adversarial/g69_gc_safety_matrix_test.go,test,S3,gc,Method testStep69SingleRepoClass has 66 lines of code (limit is 50),review-for-suppression-or-backlog
CK-110-1084,CK-110-M060,f559359dbccfcd9f3db039c8d4a0c118,Lizard,Lizard_ccn-medium,internal/storage/storage_block_reader_test.go,test,S3,packed-storage,Method TestStorageBlockReaderPhysicalHashMismatchOnFlippedByte has a cyclomatic complexity of 11 (limit is 8),review-for-suppression-or-backlog
CK-110-1085,CK-110-M051,8ac7f849d5f095570b3bcd547bd700eb,Lizard,Lizard_ccn-medium,internal/container/simulated_writer_test.go,test,S3,storage,Method TestSimulatedWriterAppendPayloadCreatesAndRotatesContainer has a cyclomatic complexity of 18 (limit is ,review-for-suppression-or-backlog
CK-110-1086,CK-110-M070,5167746164734427bb8ca563a1649a09,Lizard,Lizard_ccn-medium,internal/observability/inspect_test.go,test,S3,codacy,Method TestInspectChunkRelationsIncludeLegacyBlockMetadata has a cyclomatic complexity of 20 (limit is 8),review-for-suppression-or-backlog
CK-110-1087,CK-110-M051,ae21997eee2dcecf5a6a24354f0c96ec,Lizard,Lizard_ccn-medium,internal/storage/physical_file_repository_test.go,test,S3,storage,Method TestReplacePhysicalFileLogicalTargetTx has a cyclomatic complexity of 13 (limit is 8),review-for-suppression-or-backlog
CK-110-1088,CK-110-M062,442a1d3f5c8aebe9379ee2dc1e9b72bd,Lizard,Lizard_ccn-medium,internal/maintenance/gc_packed_test.go,test,S3,gc,Method TestSweepUnreachableChunksMixedPackedBlockKeepsAllRefsAndChunks has a cyclomatic complexity of 19 (limi,review-for-suppression-or-backlog
CK-110-1089,CK-110-M023,3fece3ff3fe22f7a38e696905ea2f14b,Opengrep,Semgrep_go.lang.security.audit.dangerous-exec-command.dangerous-exec-command,tests/integration/v18_migration_compatibility_integration_test.go,test,S1,codacy,Detected non-static command inside Command.,review-for-suppression-or-backlog
CK-110-1090,CK-110-M062,8f37db311fb974bf62730d093fb1a495,Lizard,Lizard_file-nloc-medium,internal/maintenance/gc_step11_test.go,test,S3,gc,File internal/maintenance/gc_step11_test.go has 535 non-comment lines of code,review-for-suppression-or-backlog
CK-110-1091,CK-110-M070,3ba2a6dcc6b901dc036fe8b16661be87,Lizard,Lizard_ccn-medium,tests/adversarial/g9_batch_semantics_adversarial_test.go,test,S3,codacy,Method  has a cyclomatic complexity of 12 (limit is 8),review-for-suppression-or-backlog
CK-110-1092,CK-110-M051,44af9a79b00d320d12fb0878b1868e75,Lizard,Lizard_file-nloc-medium,internal/storage/store_compression_feature_gate_test.go,test,S3,storage,File internal/storage/store_compression_feature_gate_test.go has 779 non-comment lines of code,review-for-suppression-or-backlog
CK-110-1093,CK-110-M067,ec83698b14ce6e1208509ae0300df35d,Opengrep,Semgrep_go.lang.correctness.permissions.file_permission.incorrect-default-permission,internal/storage/restore_test.go,test,S3,restore,Detected file permissions that are set to more than `0600` (user/owner can read and write). Setting file permi,review-for-suppression-or-backlog
CK-110-1095,CK-110-M072,51c2edb82b1e6f1b0db185cc255ec5c8,markdownlint,markdownlint_MD032,docs/benchmarking.md,docs,S4,docs,Lists should be surrounded by blank lines,review-for-suppression-or-backlog
CK-110-1096,CK-110-M062,5883110bed7472e36b596ddbc3f04749,Lizard,Lizard_nloc-medium,internal/maintenance/stats_test.go,test,S3,gc,Method TestCollectBlockStatsCompressionAggregatesMixedRepository has 77 lines of code (limit is 50),review-for-suppression-or-backlog
CK-110-1097,CK-110-M062,ed963b7543f5b795d6327168a4e8bc58,Lizard,Lizard_nloc-medium,internal/maintenance/gc_test.go,test,S3,gc,Method insertPackedStorageBlockFixtureWithCompression has 54 lines of code (limit is 50),review-for-suppression-or-backlog
CK-110-1099,CK-110-M057,4860b674b4197819edff12d6e6433c89,Opengrep,Semgrep_go.lang.correctness.permissions.file_permission.incorrect-default-permission,tests/integration/read_path_regression_test.go,test,S3,filesystem,Detected file permissions that are set to more than `0600` (user/owner can read and write). Setting file permi,review-for-suppression-or-backlog
CK-110-1102,CK-110-M047,e71a42462fd9b42b9f7eda41437c47af,Lizard,Lizard_ccn-medium,internal/db/migrations_test.go,test,S3,migration,Method TestRunMigrationsAddsTransformAwareStorageBlockMetadataToV12Repositories has a cyclomatic complexity of,review-for-suppression-or-backlog
CK-110-1104,CK-110-M047,154971dcf8c6ba542d3fa724d772de52,Lizard,Lizard_nloc-medium,internal/db/migrations_test.go,test,S3,migration,Method TestRunMigrationsAddsTransformAwareStorageBlockMetadataToV12Repositories has 145 lines of code (limit i,review-for-suppression-or-backlog
CK-110-1106,CK-110-M066,4dbea55a42f9b603963d7a6ba7e1c4d,Lizard,Lizard_nloc-medium,tests/adversarial/g67_deterministic_restore_matrix_test.go,test,S3,restore,Method testStep67MatrixVariant has 104 lines of code (limit is 50),review-for-suppression-or-backlog
CK-110-1107,CK-110-M070,ac1fe07dfbefa6cba43f43aa964dc6d3,Lizard,Lizard_ccn-medium,internal/graph/traversal_test.go,test,S3,codacy,Method TestTraverseWithOptionsEmitsTraceEvents has a cyclomatic complexity of 10 (limit is 8),review-for-suppression-or-backlog
CK-110-1108,CK-110-M057,e3821a28c91e25c97c6c16168998ccd0,Opengrep,Semgrep_go.lang.correctness.permissions.file_permission.incorrect-default-permission,tests/adversarial/g610_mixed_repository_stability_test.go,test,S3,filesystem,Detected file permissions that are set to more than `0600` (user/owner can read and write). Setting file permi,review-for-suppression-or-backlog
CK-110-1109,CK-110-M072,f98d5ae348552c28f7d885910fc3e8cb,markdownlint,markdownlint_MD032,docs/BENCHMARK_METRICS.md,docs,S4,docs,Lists should be surrounded by blank lines,review-for-suppression-or-backlog
CK-110-1110,CK-110-M062,8306c53203d8bc0a622ab0bca2688ed6,Lizard,Lizard_ccn-medium,internal/maintenance/gc_parity_test.go,test,S3,gc,Method TestSimulateGCMatchesActualGCDeletion has a cyclomatic complexity of 20 (limit is 8),review-for-suppression-or-backlog
CK-110-1111,CK-110-M057,850a1957d05aef19e41725483871e204,Opengrep,Semgrep_go_filesystem_rule-fileread,tests/adversarial/g611_adversarial_compression_longrun_test.go,test,S3,filesystem,The application dynamically constructs file or path information.,review-for-suppression-or-backlog
CK-110-1112,CK-110-M063,a5e1a2693497ed8325ea613355a250b6,Opengrep,Semgrep_go_filesystem_rule-fileread,internal/maintenance/gc_test.go,test,S3,gc,The application dynamically constructs file or path information.,review-for-suppression-or-backlog
CK-110-1113,CK-110-M051,8963e80e2dcb3810ac3c73f3cf8c0deb,Lizard,Lizard_nloc-medium,internal/storage/remove_test.go,test,S3,storage,Method TestGetLogicalFileInspectInfoWithDBFound has 56 lines of code (limit is 50),review-for-suppression-or-backlog
CK-110-1114,CK-110-M057,f6b7e083aa5bcd0715a9c1ca5b4b4ab2,Opengrep,Semgrep_go_file-permissions_rule-fileperm,tests/utils/common.go,test,S3,filesystem,The application was found setting file permissions to overly permissive values.,review-for-suppression-or-backlog
CK-110-1115,CK-110-M062,95c1ba4c34536eebaa3af0feaf82ba56,Lizard,Lizard_ccn-medium,internal/gc/plan_test.go,test,S3,gc,Method TestBuildPlanUnreachableChunkIsReclaimable has a cyclomatic complexity of 10 (limit is 8),review-for-suppression-or-backlog
CK-110-1120,CK-110-M057,f14637bcdb46db746db37836ca6e5f87,Opengrep,Semgrep_go_file-permissions_rule-fileperm,tests/adversarial/g10_g13_physical_graph_adversarial_test.go,test,S3,filesystem,The application was found setting file permissions to overly permissive values.,review-for-suppression-or-backlog
CK-110-1122,CK-110-M057,f8b0dd297326cbc8351f1d5c310c9c24,Opengrep,Semgrep_go_filesystem_rule-fileread,tests/adversarial/g68_dedup_semantics_matrix_test.go,test,S3,filesystem,The application dynamically constructs file or path information.,review-for-suppression-or-backlog
CK-110-1123,CK-110-M070,718d55290d8e19e6489d1b8f8c4030b8,Lizard,Lizard_nloc-medium,internal/listing/search_test.go,test,S3,codacy,Method TestSearchFilesUsesCurrentStatePhysicalPaths has 57 lines of code (limit is 50),review-for-suppression-or-backlog
CK-110-1124,CK-110-M057,a0b1c3dfa0da8418c5c33016b97b1ffc,Opengrep,Semgrep_go_file-permissions_rule-fileperm,tests/adversarial/g7_deep_corruption_adversarial_test.go,test,S3,filesystem,The application was found setting file permissions to overly permissive values.,review-for-suppression-or-backlog
CK-110-1125,CK-110-M062,84c544332b94adeaf6069aeadca100a6,Lizard,Lizard_nloc-medium,internal/maintenance/gc_test.go,test,S3,gc,Method TestRunGCMixedCompressionAgnosticPackedReachabilityAndRestoreStep311 has 138 lines of code (limit is 50,review-for-suppression-or-backlog
CK-110-1126,CK-110-M072,90b206328f116488754fcecbed24e249,markdownlint,markdownlint_MD032,docs/BENCHMARK_METRICS.md,docs,S4,docs,Lists should be surrounded by blank lines,review-for-suppression-or-backlog
CK-110-1127,CK-110-M061,11a4ff7fa7515d1c9a52372f352b563c,Opengrep,Semgrep_go_filesystem_rule-fileread,internal/storage/storage_block_reader_test.go,test,S3,packed-storage,The application dynamically constructs file or path information.,review-for-suppression-or-backlog
CK-110-1128,CK-110-M062,1c32290669b979a412439cfd403a94b0,Lizard,Lizard_nloc-medium,internal/maintenance/gc_test.go,test,S3,gc,Method TestRunGCSnapshotRetainsPackedBlockAndRestoreSucceedsWhenLiveNamespaceRemoved has 139 lines of code (li,review-for-suppression-or-backlog
CK-110-1131,CK-110-M052,ef8c00cc704955b53f01c373d69d061e,Opengrep,Semgrep_go_file-permissions_rule-fileperm,internal/container/container_test.go,test,S3,storage,The application was found setting file permissions to overly permissive values.,review-for-suppression-or-backlog
CK-110-1132,CK-110-M052,d4bfd69319a66f0f90775b756ae54b4e,Opengrep,Semgrep_go_sql_rule-concat-sqli,internal/container/local_writer_test.go,test,S3,storage,SQL Injection is a critical vulnerability that can lead to data or system compromise.,review-for-suppression-or-backlog
CK-110-1133,CK-110-M072,de9dffe98a12323813fb562ec361c8f6,markdownlint,markdownlint_MD032,docs/benchmarking.md,docs,S4,docs,Lists should be surrounded by blank lines,review-for-suppression-or-backlog
CK-110-1135,CK-110-M057,6f69184daff0add8309d51c8026505f6,Opengrep,Semgrep_go_file-permissions_rule-fileperm,tests/adversarial/g3_no_data_loss_valid_sequences_adversarial_test.go,test,S3,filesystem,The application was found setting file permissions to overly permissive values.,review-for-suppression-or-backlog
CK-110-1137,CK-110-M057,e1e6e31e2b24a1ffc6acd3de121d7ce8,Opengrep,Semgrep_go_file-permissions_rule-fileperm,tests/integration/v18_migration_compatibility_integration_test.go,test,S3,filesystem,The application was found setting file permissions to overly permissive values.,review-for-suppression-or-backlog
CK-110-1139,CK-110-M076,80b50ac2158f08ea7d3d89dc1be84f33,Agentlinter,Agentlinter_clarity_undefined-term,SECURITY.md,docs,S4,codacy,"Undefined acronym ""AES"" — define on first use or add to glossary.",review-for-suppression-or-backlog
CK-110-1140,CK-110-M057,d948e48b33b690f25dee55d7b2f32ed5,Opengrep,Semgrep_go_file-permissions_rule-mkdir,tests/integration/read_path_regression_test.go,test,S3,filesystem,The application was found setting directory permissions to overly permissive values.,review-for-suppression-or-backlog
CK-110-1141,CK-110-M069,edafd1ef1157a5fe8e26cec3c9f91cc6,Opengrep,Semgrep_go_filesystem_rule-fileread,internal/benchmark/dataset_test.go,test,S3,benchmark,The application dynamically constructs file or path information.,review-for-suppression-or-backlog
CK-110-1142,CK-110-M066,60b00b9978dd6a02f2e45f0cc0373427,Lizard,Lizard_ccn-medium,internal/storage/restore_test.go,test,S3,restore,Method TestRestorePinningFailsOnEmptyChunkChunkerVersion has a cyclomatic complexity of 11 (limit is 8),review-for-suppression-or-backlog
CK-110-1144,CK-110-M059,8d47c627c253013da2c532032e36f38f,Opengrep,Semgrep_go_sql_rule-concat-sqli,internal/observability/service_test.go,test,S3,security,SQL Injection is a critical vulnerability that can lead to data or system compromise.,review-for-suppression-or-backlog
CK-110-1145,CK-110-M051,1ba0f5e1f68ed2b613f503bd7aedf897,Lizard,Lizard_ccn-medium,internal/storage/store_compression_feature_gate_test.go,test,S3,storage,Method  has a cyclomatic complexity of 22 (limit is 8),review-for-suppression-or-backlog
CK-110-1146,CK-110-M057,214d513727ef540c72a5598a8e18e743,Opengrep,Semgrep_go_file-permissions_rule-mkdir,tests/integration/v18_migration_compatibility_integration_test.go,test,S3,filesystem,The application was found setting directory permissions to overly permissive values.,review-for-suppression-or-backlog
CK-110-1147,CK-110-M067,f087989d99cce6f0ca7fd7b1e03d7c5d,Opengrep,Semgrep_go.lang.correctness.permissions.file_permission.incorrect-default-permission,tests/adversarial/g67_deterministic_restore_matrix_test.go,test,S3,restore,Detected file permissions that are set to more than `0600` (user/owner can read and write). Setting file permi,review-for-suppression-or-backlog
CK-110-1148,CK-110-M070,64e2c407b02a72b6da621945e3a25d12,Lizard,Lizard_ccn-medium,internal/blocks/block_format_v1_test.go,test,S3,codacy,Method TestEncodeBlockSerializesHeaderEntriesPayloadLittleEndian has a cyclomatic complexity of 9 (limit is 8),review-for-suppression-or-backlog
CK-110-1149,CK-110-M072,e46e3b4da947223343280ce5690d6a57,markdownlint,markdownlint_MD032,docs/STEP64_METRICS_VALIDATION.md,docs,S4,docs,Lists should be surrounded by blank lines,review-for-suppression-or-backlog
CK-110-1151,CK-110-M056,b5c91fb3006c6951a7ecbf74e71a3113,Lizard,Lizard_ccn-medium,tests/integration/v19_legacy_upgrade_path_integration_test.go,test,S3,filesystem,Method equalLegacyBlocksStep612 has a cyclomatic complexity of 11 (limit is 8),review-for-suppression-or-backlog
CK-110-1152,CK-110-M069,2295ff351fa04aab4108f46de509e865,Opengrep,Semgrep_go_file-permissions_rule-fileperm,internal/benchmark/determinism_test.go,test,S3,benchmark,The application was found setting file permissions to overly permissive values.,review-for-suppression-or-backlog
CK-110-1153,CK-110-M049,7975e6a0ad409ca78ea79048e85d2ae5,Lizard,Lizard_ccn-medium,tests/adversarial/g14_g17_snapshot_retention_adversarial_test.go,test,S3,snapshot,Method TestAdversarialG15CorruptedSnapshotMetadataDetectionConservativeGC has a cyclomatic complexity of 18 (l,review-for-suppression-or-backlog
CK-110-1155,CK-110-M072,8755378279b30b88599d32bc6d1bd2d1,markdownlint,markdownlint_MD032,docs/BENCHMARK_METRICS.md,docs,S4,docs,Lists should be surrounded by blank lines,review-for-suppression-or-backlog
CK-110-1156,CK-110-M070,567f87ec9007384981443fd609d94d8a,Lizard,Lizard_ccn-medium,tests/integration/v18_migration_compatibility_integration_test.go,test,S3,codacy,Method TestPhase7LegacyOnlyRestoreAndVerifyIntegration has a cyclomatic complexity of 23 (limit is 8),review-for-suppression-or-backlog
CK-110-1157,CK-110-M070,e4c7038b5bb15a8747999b25bca5eb40,Lizard,Lizard_nloc-medium,internal/observability/inspect_test.go,test,S3,codacy,Method TestInspectContainerRelationsIncludeMixedBlockMetadata has 103 lines of code (limit is 50),review-for-suppression-or-backlog
CK-110-1158,CK-110-M057,e5c50fc53cdddca12dfabf51cddc223a,Opengrep,Semgrep_go_file-permissions_rule-mkdir,tests/adversarial/g2_inconsistent_state_adversarial_test.go,test,S3,filesystem,The application was found setting directory permissions to overly permissive values.,review-for-suppression-or-backlog
CK-110-1159,CK-110-M072,9d4a4de37eaeb274d1d195377475859a,markdownlint,markdownlint_MD032,docs/STEP64_METRICS_VALIDATION.md,docs,S4,docs,Lists should be surrounded by blank lines,review-for-suppression-or-backlog
CK-110-1160,CK-110-M068,f90eef4b4a8aaf4a5b53d9deacc85430,Lizard,Lizard_ccn-medium,internal/chunk/benchmark/benchmark_test.go,test,S3,benchmark,Method TestChunkerDeterminism_RunDatasetTwice has a cyclomatic complexity of 14 (limit is 8),review-for-suppression-or-backlog
CK-110-1161,CK-110-M072,88c8163d6817a16e2cf30969c103955a,markdownlint,markdownlint_MD032,docs/BENCHMARK_CORPORA.md,docs,S4,docs,Lists should be surrounded by blank lines,review-for-suppression-or-backlog
CK-110-1162,CK-110-M067,322cd2c4d2814a5d1ad13b5a13b521f2,Opengrep,Semgrep_go.lang.correctness.permissions.file_permission.incorrect-default-permission,tests/adversarial/g67_deterministic_restore_matrix_test.go,test,S3,restore,Detected file permissions that are set to more than `0600` (user/owner can read and write). Setting file permi,review-for-suppression-or-backlog
CK-110-1163,CK-110-M048,1b0557cc8856c32c9fbe7532e241220c,Opengrep,Semgrep_go_sql_rule-concat-sqli,internal/db/migrations_test.go,test,S3,migration,SQL Injection is a critical vulnerability that can lead to data or system compromise.,review-for-suppression-or-backlog
CK-110-1164,CK-110-M070,728530beceb89aff8d11c93a2f526e69,Lizard,Lizard_ccn-medium,internal/observability/inspect_test.go,test,S3,codacy,Method TestInspectSnapshotRelations has a cyclomatic complexity of 11 (limit is 8),review-for-suppression-or-backlog
CK-110-1165,CK-110-M051,7f97b4c8030b32d6756859cdaaccf4a4,Lizard,Lizard_ccn-medium,internal/container/local_writer_test.go,test,S3,storage,Method TestLocalWriterAppendPayloadRefreshesDBSizeBeforeRotationDecision has a cyclomatic complexity of 10 (li,review-for-suppression-or-backlog
CK-110-1166,CK-110-M072,6a00326ed3b4707565b3a75e297662f6,markdownlint,markdownlint_MD007,docs/benchmarking.md,docs,S4,docs,Expected: 2; Actual: 3,review-for-suppression-or-backlog
CK-110-1168,CK-110-M072,ba118dd558bdec77a2504a4e19bb9f0a,markdownlint,markdownlint_MD032,docs/BENCHMARK_METRICS.md,docs,S4,docs,Lists should be surrounded by blank lines,review-for-suppression-or-backlog
CK-110-1170,CK-110-M057,895c99714fedb932ecaf19770d3ca9a0,Opengrep,Semgrep_go.lang.correctness.permissions.file_permission.incorrect-default-permission,tests/adversarial/g611_adversarial_compression_longrun_test.go,test,S3,filesystem,Detected file permissions that are set to more than `0600` (user/owner can read and write). Setting file permi,review-for-suppression-or-backlog
CK-110-1172,CK-110-M059,278eb710dfe0fb7978102bb18f835959,Opengrep,Semgrep_go_sql_rule-concat-sqli,internal/graph/reachability_test.go,test,S3,security,SQL Injection is a critical vulnerability that can lead to data or system compromise.,review-for-suppression-or-backlog
CK-110-1174,CK-110-M072,2fd43e55ac4efbd9ad153f239f14666f,markdownlint,markdownlint_MD007,docs/benchmarking.md,docs,S4,docs,Expected: 2; Actual: 3,review-for-suppression-or-backlog
CK-110-1175,CK-110-M067,a93e32610337af62dffdd3d6c6dd6aea,Opengrep,Semgrep_go_file-permissions_rule-fileperm,internal/storage/restore_test.go,test,S3,restore,The application was found setting file permissions to overly permissive values.,review-for-suppression-or-backlog
CK-110-1176,CK-110-M072,7bc44850761b14767467d02fac51577c,markdownlint,markdownlint_MD024,docs/benchmarking.md,docs,S4,docs,Multiple headings with the same content,review-for-suppression-or-backlog
CK-110-1179,CK-110-M070,291073ee06c2eb92b68a5929468eca0a,Lizard,Lizard_nloc-medium,internal/observability/inspect_test.go,test,S3,codacy,Method TestInspectDeepTraversalLimited has 55 lines of code (limit is 50),review-for-suppression-or-backlog
CK-110-1180,CK-110-M063,f2405dd95259169a1a41f39495c61772,Opengrep,Semgrep_go_file-permissions_rule-fileperm,internal/maintenance/gc_step11_parity_test.go,test,S3,gc,The application was found setting file permissions to overly permissive values.,review-for-suppression-or-backlog
CK-110-1182,CK-110-M051,d6ba95ee851ab7961da52a4bfc73e301,Lizard,Lizard_nloc-medium,internal/storage/physical_file_repository_test.go,test,S3,storage,Method TestStoreFileReplacePolicyRetargetsSamePathDifferentContent has 59 lines of code (limit is 50),review-for-suppression-or-backlog
CK-110-1183,CK-110-M062,42b8a6db2f8db8c3416c900411cfb405,Lizard,Lizard_file-nloc-medium,internal/maintenance/gc_packed_test.go,test,S3,gc,File internal/maintenance/gc_packed_test.go has 612 non-comment lines of code,review-for-suppression-or-backlog
CK-110-1184,CK-110-M072,760fbd2a3a119b3b21bd4dcf8c2b09e0,markdownlint,markdownlint_MD007,docs/benchmarking.md,docs,S4,docs,Expected: 2; Actual: 3,review-for-suppression-or-backlog
CK-110-1185,CK-110-M051,9b2864668a1017a6f1748dd3e9980122,Lizard,Lizard_nloc-medium,internal/storage/repository_config_test.go,test,S3,storage,Method TestRepositoryCompressionConfigControlsNewWritesNotReads has 129 lines of code (limit is 50),review-for-suppression-or-backlog
CK-110-1186,CK-110-M068,96977a3f3da8e40cdd1cfc4040bc37aa,Lizard,Lizard_ccn-medium,internal/verify/verify_performance_benchmark_test.go,test,S3,benchmark,Method  has a cyclomatic complexity of 9 (limit is 8),review-for-suppression-or-backlog
CK-110-1188,CK-110-M062,8af02a5cf01ee0d51ec3dca6b8a71af,Lizard,Lizard_ccn-medium,internal/maintenance/gc_test.go,test,S3,gc,Method TestRunGCDryRunRetainsContainerWhenAnotherSnapshotStillReferences has a cyclomatic complexity of 9 (lim,review-for-suppression-or-backlog
CK-110-1189,CK-110-M057,b42c2379a7ba7067236384b44be5a71f,Opengrep,Semgrep_go.lang.correctness.permissions.file_permission.incorrect-default-permission,tests/adversarial/g9_batch_semantics_adversarial_test.go,test,S3,filesystem,Detected file permissions that are set to more than `0600` (user/owner can read and write). Setting file permi,review-for-suppression-or-backlog
CK-110-1190,CK-110-M062,d6e5c4ae8d095e88a952eed743957bb6,Lizard,Lizard_nloc-medium,internal/gc/plan_test.go,test,S3,gc,Method TestBuildPlanPackedDryRunMetrics has 52 lines of code (limit is 50),review-for-suppression-or-backlog
CK-110-1191,CK-110-M051,cbdeeba6947a5b214f63a7acbcc69053,Lizard,Lizard_file-nloc-medium,internal/storage/repository_config_test.go,test,S3,storage,File internal/storage/repository_config_test.go has 630 non-comment lines of code,review-for-suppression-or-backlog
