ck_id,matrix_id,title,source,source_file,source_line,status,severity,domain,decision,phase_owner,notes
CK-110-1485,CK-110-M029,`version` accepts extra positional args,external-audit,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,fixed,S2,cli,exclude,Phase 2,v1.10.4 candidate issue linked from selected matrix row
CK-110-1486,CK-110-M029,`help` accepts extra positional args,external-audit,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,fixed,S2,cli,exclude,Phase 2,v1.10.4 candidate issue linked from selected matrix row
CK-110-1487,CK-110-M073,`snapshot list` has duplicate unreachable return,external-audit,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,triaged,S4,tooling,exclude,Phase 2,v1.10.4 candidate issue linked from selected matrix row
CK-110-1488,CK-110-M039,`benchmark compare` silently overwrites duplicate baseline cases,external-audit,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,triaged,S2,benchmark,exclude,Phase 4,v1.10.4 candidate issue linked from selected matrix row
CK-110-1489,CK-110-M039,`benchmark compare` does not validate baseline envelope status/command,external-audit,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,triaged,S2,benchmark,exclude,Phase 4,v1.10.4 candidate issue linked from selected matrix row
CK-110-1490,CK-110-M088,`scripts/summarize_phase8_blocksize.py --json-output` can emit non-standard JSON,external-audit,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,triaged,S2,json,exclude,Phase 4,v1.10.4 candidate issue linked from selected matrix row
CK-110-1491,CK-110-M042,`scripts/compare_phase8_dedup_results.py --max-delta-ratio nan` passes validation,external-audit,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,triaged,S2,benchmark,exclude,Phase 4,v1.10.4 candidate issue linked from selected matrix row
CK-110-1492,CK-110-M013,"`repair ref-counts --batch --input """"` is accepted",external-audit,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,triaged,S1,validation,exclude,Phase 2,v1.10.4 candidate issue linked from selected matrix row
CK-110-1493,CK-110-M033,`repair ref-counts --batch --input missing.json` errors late,external-audit,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,fixed,S2,validation,exclude,Phase 2,v1.10.4 candidate issue linked from selected matrix row
CK-110-1494,CK-110-M039,`benchmark compare` accepts identical file paths,external-audit,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,triaged,S2,benchmark,exclude,Phase 4,v1.10.4 candidate issue linked from selected matrix row
CK-110-1495,CK-110-M039,"`benchmark compare --threshold 0` rejects, but `--threshold 0.0` path differs",external-audit,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,triaged,S2,benchmark,exclude,Phase 4,v1.10.4 candidate issue linked from selected matrix row
CK-110-1496,CK-110-M042,`benchmark compare --threshold nan` is accepted,external-audit,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,triaged,S2,benchmark,exclude,Phase 4,v1.10.4 candidate issue linked from selected matrix row
CK-110-1497,CK-110-M042,`benchmark compare --threshold inf` is accepted,external-audit,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,triaged,S2,benchmark,exclude,Phase 4,v1.10.4 candidate issue linked from selected matrix row
CK-110-1498,CK-110-M084,`snapshot create --from self` can recurse logically,external-audit,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,triaged,S3,tooling,exclude,Phase 2,v1.10.4 candidate issue linked from selected matrix row
CK-110-1499,CK-110-M084,`snapshot delete` accepts duplicate IDs silently,external-audit,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,triaged,S3,tooling,exclude,Phase 2,v1.10.4 candidate issue linked from selected matrix row
CK-110-1500,CK-110-M087,`restore` accepts and ignores `--mode` without `--stored-path`,external-audit,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,triaged,S1,tooling,exclude,Phase 4,v1.10.4 candidate issue linked from selected matrix row
CK-110-1501,CK-110-M087,`restore` accepts and ignores `--destination` without `--stored-path`,external-audit,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,triaged,S1,tooling,exclude,Phase 4,v1.10.4 candidate issue linked from selected matrix row
CK-110-1502,CK-110-M017,"`remove --stored-path """" 123` can fall through to ID removal mode",external-audit,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,triaged,S1,restore,exclude,Phase 2,v1.10.4 candidate issue linked from selected matrix row
CK-110-1503,CK-110-M017,"`restore --stored-path """" ...` has the same empty-flag fallthrough",external-audit,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,triaged,S1,restore,exclude,Phase 2,v1.10.4 candidate issue linked from selected matrix row
CK-110-1504,CK-110-M079,`repair ref-counts --input file` accepts and ignores `--input`,external-audit,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,triaged,S3,tooling,include,Phase 4,v1.10.4 candidate issue linked from selected matrix row
CK-110-1505,CK-110-M079,`repair ref-counts --fail-fast` accepts and ignores `--fail-fast`,external-audit,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,triaged,S3,tooling,include,Phase 4,v1.10.4 candidate issue linked from selected matrix row
CK-110-1506,CK-110-M077,Benchmark comparison ignores missing baseline cases,external-audit,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,triaged,S3,tooling,exclude,Phase 3,v1.10.4 candidate issue linked from selected matrix row
CK-110-1507,CK-110-M013,Benchmark comparison accepts an empty/invalid baseline envelope,external-audit,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,triaged,S1,validation,exclude,Phase 2,v1.10.4 candidate issue linked from selected matrix row
CK-110-1508,CK-110-M086,Value flags accept another flag as their value,external-audit,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,fixed,S3,tooling,exclude,Phase 4,v1.10.4 candidate issue linked from selected matrix row
CK-110-1509,CK-110-M086,Same parser bug affects `--output`,external-audit,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,fixed,S3,tooling,exclude,Phase 4,v1.10.4 candidate issue linked from selected matrix row
CK-110-1510,CK-110-M078,`search` still does not validate positional args,external-audit,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,triaged,S3,tooling,exclude,Phase 4,v1.10.4 candidate issue linked from selected matrix row
CK-110-1511,CK-110-M013,"`snapshot create --id """"` silently generates a new ID",external-audit,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,triaged,S1,validation,exclude,Phase 2,v1.10.4 candidate issue linked from selected matrix row
CK-110-1512,CK-110-M084,`snapshot create --from <missing>` loads DB and only fails later,external-audit,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,triaged,S3,tooling,exclude,Phase 2,v1.10.4 candidate issue linked from selected matrix row
CK-110-1513,CK-110-M028,`snapshot delete --force=false` deletes,external-audit,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,fixed,S2,cli,exclude,Phase 2,v1.10.4 candidate issue linked from selected matrix row
CK-110-1514,CK-110-M028,`snapshot delete --dry-run=false` still dry-runs,external-audit,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,fixed,S2,cli,exclude,Phase 2,v1.10.4 candidate issue linked from selected matrix row
CK-110-1515,CK-110-M034,`inferOutputModeFromArgs()` scans flags after `--`,external-audit,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,triaged,S2,validation,exclude,Phase 2,v1.10.4 candidate issue linked from selected matrix row
CK-110-1516,CK-110-M029,`simulate store` ignores extra positional args,external-audit,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,fixed,S2,cli,exclude,Phase 2,v1.10.4 candidate issue linked from selected matrix row
CK-110-1517,CK-110-M029,`simulate gc` ignores extra positional args,external-audit,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,fixed,S2,cli,exclude,Phase 2,v1.10.4 candidate issue linked from selected matrix row
CK-110-1518,CK-110-M078,`simulate --help --bad-flag` accepts unknown flags,external-audit,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,triaged,S3,tooling,exclude,Phase 4,v1.10.4 candidate issue linked from selected matrix row
CK-110-1519,CK-110-M013,"`simulate gc --delete-snapshot """"` is accepted",external-audit,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,triaged,S1,validation,exclude,Phase 2,v1.10.4 candidate issue linked from selected matrix row
CK-110-1520,CK-110-M008,`snapshot stats --json` is rejected,external-audit,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,fixed,S1,json,exclude,Phase 2,v1.10.4 candidate issue linked from selected matrix row
CK-110-1521,CK-110-M013,`snapshot list --limit 0` is accepted,external-audit,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,triaged,S1,validation,exclude,Phase 2,v1.10.4 candidate issue linked from selected matrix row
CK-110-1522,CK-110-M085,`verify system fast` is accepted but undocumented,external-audit,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,triaged,S3,tooling,exclude,Phase 3,v1.10.4 candidate issue linked from selected matrix row
CK-110-1523,CK-110-M088,`simulate store --codec plain --output json` can emit warning to stderr,external-audit,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,triaged,S2,tooling,exclude,Phase 4,v1.10.4 candidate issue linked from selected matrix row
CK-110-1524,CK-110-M085,`verify file 0` / `verify file -1` are accepted,external-audit,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,triaged,S3,tooling,exclude,Phase 3,v1.10.4 candidate issue linked from selected matrix row
CK-110-1525,CK-110-M013,"`search --name """"` returns everything",external-audit,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,triaged,S1,validation,exclude,Phase 2,v1.10.4 candidate issue linked from selected matrix row
CK-110-1526,CK-110-M034,"`list/search/snapshot --limit "" 10 ""` reject whitespace",external-audit,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,triaged,S2,validation,exclude,Phase 2,v1.10.4 candidate issue linked from selected matrix row
CK-110-1527,CK-110-M084,`snapshot` paths allow Windows drive paths,external-audit,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,triaged,S3,tooling,exclude,Phase 2,v1.10.4 candidate issue linked from selected matrix row
CK-110-1528,CK-110-M084,`snapshot create --id` accepts IDs with path separators,external-audit,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,triaged,S3,tooling,exclude,Phase 2,v1.10.4 candidate issue linked from selected matrix row
CK-110-1529,CK-110-M085,`verify file 123 extra` treats `extra` as a verify level,external-audit,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,triaged,S3,tooling,exclude,Phase 3,v1.10.4 candidate issue linked from selected matrix row
CK-110-1530,CK-110-M080,`store --codec plain` warns to stderr even in JSON mode,external-audit,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,triaged,S3,tooling,exclude,Phase 4,v1.10.4 candidate issue linked from selected matrix row
CK-110-1531,CK-110-M080,`store-folder --codec plain --output json` has same stderr warning behavior,external-audit,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,triaged,S3,tooling,exclude,Phase 4,v1.10.4 candidate issue linked from selected matrix row
CK-110-1532,CK-110-M078,`list --sort foo` falls back silently instead of rejecting,external-audit,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,triaged,S3,tooling,exclude,Phase 4,v1.10.4 candidate issue linked from selected matrix row
CK-110-1533,CK-110-M078,`search --sort foo` has the same silent fallback,external-audit,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,triaged,S3,tooling,exclude,Phase 4,v1.10.4 candidate issue linked from selected matrix row
CK-110-1534,CK-110-M034,`restore --workers -1` is parsed without consistent validation,external-audit,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,triaged,S2,validation,exclude,Phase 2,v1.10.4 candidate issue linked from selected matrix row
CK-110-1535,CK-110-M084,`snapshot restore --workers 0` behaves differently from normal restore,external-audit,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,triaged,S3,tooling,exclude,Phase 2,v1.10.4 candidate issue linked from selected matrix row
CK-110-1536,CK-110-M077,`benchmark run --workers 0` validation differs from operational commands,external-audit,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,triaged,S3,tooling,exclude,Phase 3,v1.10.4 candidate issue linked from selected matrix row
CK-110-1537,CK-110-M032,"`snapshot create --tag """"` silently stores empty tag entries",external-audit,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,triaged,S2,snapshot,exclude,Phase 2,v1.10.4 candidate issue linked from selected matrix row
CK-110-1538,CK-110-M078,"`config set compression-level 0` error text says `[1,9]` even when compression is `none`",external-audit,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,triaged,S3,tooling,exclude,Phase 4,v1.10.4 candidate issue linked from selected matrix row
CK-110-1539,CK-110-M078,`search --extension txt` does exact suffix matching without normalizing leading dot,external-audit,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,triaged,S3,tooling,exclude,Phase 4,v1.10.4 candidate issue linked from selected matrix row
CK-110-1540,CK-110-M034,`restore --limit 0` is accepted,external-audit,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,triaged,S2,validation,exclude,Phase 2,v1.10.4 candidate issue linked from selected matrix row
CK-110-1541,CK-110-M034,`snapshot restore --limit 0` behaves inconsistently,external-audit,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,triaged,S2,validation,exclude,Phase 2,v1.10.4 candidate issue linked from selected matrix row
CK-110-1542,CK-110-M085,`search --limit -1` and `inspect --limit -1` are not consistently rejected,external-audit,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,triaged,S3,tooling,exclude,Phase 3,v1.10.4 candidate issue linked from selected matrix row
CK-110-1543,CK-110-M079,`remove --limit` is parsed but unused,external-audit,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,triaged,S3,tooling,include,Phase 4,v1.10.4 candidate issue linked from selected matrix row
CK-110-1544,CK-110-M085,`verify --workers 0` can deadlock/no-op,external-audit,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,triaged,S3,tooling,exclude,Phase 3,v1.10.4 candidate issue linked from selected matrix row
CK-110-1545,CK-110-M080,`doctor` accepts unrelated flags silently,external-audit,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,triaged,S3,tooling,exclude,Phase 4,v1.10.4 candidate issue linked from selected matrix row
CK-110-1546,CK-110-M084,`inspect file --id <snapshot-id>` can produce misleading “not found”,external-audit,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,triaged,S3,tooling,exclude,Phase 2,v1.10.4 candidate issue linked from selected matrix row
CK-110-1547,CK-110-M084,`snapshot list --path ../x` accepts traversal filter,external-audit,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,triaged,S3,tooling,exclude,Phase 2,v1.10.4 candidate issue linked from selected matrix row
CK-110-1548,CK-110-M078,`coldkeep search report` from README does not work as implied,external-audit,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,triaged,S3,tooling,exclude,Phase 4,v1.10.4 candidate issue linked from selected matrix row
CK-110-1549,CK-110-M029,`search` does not reject extra positional args,external-audit,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,fixed,S2,cli,exclude,Phase 2,v1.10.4 candidate issue linked from selected matrix row
CK-110-1550,CK-110-M078,`search --min-size 100 --max-size 10` is not rejected,external-audit,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,triaged,S3,tooling,exclude,Phase 4,v1.10.4 candidate issue linked from selected matrix row
CK-110-1551,CK-110-M034,`inspect --output json` is missing from startup JSON inference,external-audit,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,triaged,S2,validation,exclude,Phase 2,v1.10.4 candidate issue linked from selected matrix row
CK-110-1552,CK-110-M085,README omits supported `inspect repository`,external-audit,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,triaged,S3,tooling,exclude,Phase 3,v1.10.4 candidate issue linked from selected matrix row
CK-110-1553,CK-110-M085,"`inspect --limit "" 10 ""` fails",external-audit,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,triaged,S3,tooling,exclude,Phase 3,v1.10.4 candidate issue linked from selected matrix row
CK-110-1554,CK-110-M008,`--json` shorthand is only partially implemented,external-audit,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,fixed,S1,json,exclude,Phase 2,v1.10.4 candidate issue linked from selected matrix row
CK-110-1555,CK-110-M084,`snapshot delete --force --dry-run` is accepted,external-audit,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,triaged,S3,tooling,exclude,Phase 2,v1.10.4 candidate issue linked from selected matrix row
CK-110-1556,CK-110-M077,`benchmark` is missing from `outputSupportedCommands`,external-audit,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,triaged,S3,tooling,exclude,Phase 3,v1.10.4 candidate issue linked from selected matrix row
CK-110-1557,CK-110-M034,`version` is also missing from `outputSupportedCommands`,external-audit,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,triaged,S2,validation,exclude,Phase 2,v1.10.4 candidate issue linked from selected matrix row
CK-110-1558,CK-110-M008,`config --json` fails despite global JSON parser support,external-audit,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,fixed,S1,json,exclude,Phase 2,v1.10.4 candidate issue linked from selected matrix row
CK-110-1559,CK-110-M008,`snapshot stats --json` fails despite snapshot commands supporting JSON via `--output json`,external-audit,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,fixed,S1,json,exclude,Phase 2,v1.10.4 candidate issue linked from selected matrix row
CK-110-1560,CK-110-M084,`snapshot delete --dryRun` alias is accepted but not documented,external-audit,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,triaged,S3,tooling,exclude,Phase 2,v1.10.4 candidate issue linked from selected matrix row
CK-110-1561,CK-110-M079,`remove --dryRun` and `--failFast` aliases are accepted but not documented,external-audit,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,triaged,S3,tooling,include,Phase 4,v1.10.4 candidate issue linked from selected matrix row
CK-110-1562,CK-110-M077,`benchmark --output json` emits duplicate JSON,external-audit,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,triaged,S3,tooling,exclude,Phase 3,v1.10.4 candidate issue linked from selected matrix row
CK-110-1563,CK-110-M077,`benchmark run --compare` emits success before comparison failure,external-audit,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,triaged,S3,tooling,exclude,Phase 3,v1.10.4 candidate issue linked from selected matrix row
CK-110-1564,CK-110-M078,`init --output json` is not JSON,external-audit,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,triaged,S3,tooling,exclude,Phase 4,v1.10.4 candidate issue linked from selected matrix row
CK-110-1565,CK-110-M080,`help --output json` is also mixed output,external-audit,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,triaged,S3,tooling,exclude,Phase 4,v1.10.4 candidate issue linked from selected matrix row
CK-110-1566,CK-110-M008,`init --json` is accepted but ignored,external-audit,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,fixed,S1,json,exclude,Phase 2,v1.10.4 candidate issue linked from selected matrix row
CK-110-1567,CK-110-M013,`runSnapshotCreateCommand` allows empty snapshot IDs via whitespace around `--id`?,external-audit,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,triaged,S1,validation,exclude,Phase 2,v1.10.4 candidate issue linked from selected matrix row
CK-110-1568,CK-110-M078,`config get compression extra` opens DB before usage rejection,external-audit,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,triaged,S3,tooling,exclude,Phase 4,v1.10.4 candidate issue linked from selected matrix row
CK-110-1569,CK-110-M080,Correction to my earlier list,external-audit,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,triaged,S3,tooling,exclude,Phase 4,v1.10.4 candidate issue linked from selected matrix row
CK-110-1570,CK-110-M042,`benchmark run --threshold Inf` is accepted,external-audit,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,triaged,S2,benchmark,exclude,Phase 4,v1.10.4 candidate issue linked from selected matrix row
CK-110-1571,CK-110-M081,Container quarantine/recovery paths trust DB filenames,external-audit,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,triaged,S3,tooling,exclude,Phase 3,v1.10.4 candidate issue linked from selected matrix row
CK-110-1572,CK-110-M034,GC orphan scan can traverse outside container dir,external-audit,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,triaged,S2,validation,exclude,Phase 2,v1.10.4 candidate issue linked from selected matrix row
CK-110-1573,CK-110-M084,`snapshot restore --mode override` can overwrite symlink targets,external-audit,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,triaged,S3,tooling,exclude,Phase 2,v1.10.4 candidate issue linked from selected matrix row
CK-110-1574,CK-110-M077,Benchmark matrix scripts can report success with zero benchmark output,external-audit,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,triaged,S3,tooling,exclude,Phase 3,v1.10.4 candidate issue linked from selected matrix row
CK-110-1575,CK-110-M078,`config set compression zstd ` fails,external-audit,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,triaged,S3,tooling,exclude,Phase 4,v1.10.4 candidate issue linked from selected matrix row
CK-110-1576,CK-110-M028,`parseCommandLine` boolean parsing is incompatible with standard CLI expectations,external-audit,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,fixed,S2,cli,exclude,Phase 2,v1.10.4 candidate issue linked from selected matrix row
CK-110-1577,CK-110-M081,Container filename trust issue affects multiple subsystems simultaneously,external-audit,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,triaged,S3,tooling,exclude,Phase 3,v1.10.4 candidate issue linked from selected matrix row
CK-110-1578,CK-110-M042,`benchmark run --threshold NaN` is accepted,external-audit,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,triaged,S2,benchmark,exclude,Phase 4,v1.10.4 candidate issue linked from selected matrix row
CK-110-1579,CK-110-M034,GC deletion trusts DB container filenames,external-audit,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,triaged,S2,validation,exclude,Phase 2,v1.10.4 candidate issue linked from selected matrix row
CK-110-1580,CK-110-M081,Recovery also trusts DB container filenames,external-audit,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,triaged,S3,tooling,exclude,Phase 3,v1.10.4 candidate issue linked from selected matrix row
CK-110-1581,CK-110-M082,Restore non-overwrite mode has TOCTOU overwrite race,external-audit,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,triaged,S3,tooling,exclude,Phase 4,v1.10.4 candidate issue linked from selected matrix row
CK-110-1582,CK-110-M078,`config bad <valid-key>` opens DB before rejecting subcommand,external-audit,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,triaged,S3,tooling,exclude,Phase 4,v1.10.4 candidate issue linked from selected matrix row
CK-110-1583,CK-110-M078,`config set compression ZSTD` rejects while env path accepts lowercase-normalized values,external-audit,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,triaged,S3,tooling,exclude,Phase 4,v1.10.4 candidate issue linked from selected matrix row
CK-110-1584,CK-110-M077,`benchmark run` accepts but ignores `--compare`,external-audit,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,triaged,S3,tooling,exclude,Phase 3,v1.10.4 candidate issue linked from selected matrix row
CK-110-1585,CK-110-M077,`benchmark run` accepts but ignores `--threshold`,external-audit,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,triaged,S3,tooling,exclude,Phase 3,v1.10.4 candidate issue linked from selected matrix row
CK-110-1586,CK-110-M077,`benchmark chunkers` accepts unrelated benchmark flags,external-audit,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,triaged,S3,tooling,exclude,Phase 3,v1.10.4 candidate issue linked from selected matrix row
CK-110-1587,CK-110-M081,Container filenames from DB are joined without validation,external-audit,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,triaged,S3,tooling,exclude,Phase 3,v1.10.4 candidate issue linked from selected matrix row
CK-110-1588,CK-110-M081,Rollback path has the same container filename trust issue,external-audit,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,triaged,S3,tooling,exclude,Phase 3,v1.10.4 candidate issue linked from selected matrix row
CK-110-1589,CK-110-M080,DB timeout env vars accept malformed partial integers,external-audit,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,triaged,S3,tooling,exclude,Phase 4,v1.10.4 candidate issue linked from selected matrix row
CK-110-1590,CK-110-M077,"`benchmark chunkers --output json` works, but `--output` is validated only at parent level",external-audit,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,triaged,S3,tooling,exclude,Phase 3,v1.10.4 candidate issue linked from selected matrix row
CK-110-1591,CK-110-M028,`parseCommandLine` accepts values for boolean flags,external-audit,docs/release/v1.10/evidence/third_party_coldkeep_v1.9.0_code_analysis.baseline.txt,,fixed,S2,cli,exclude,Phase 2,v1.10.4 candidate issue linked from selected matrix row
